"","SVN","STATION_KEY","SY","SITE_NAME","PREDATOR_Nov05_model","PREDATOR_Nov05_score","PREDATOR_Nov05_Condition","Year_Sampled","Ref_Samples","NewSample","FSS_May05_trans","AREAWTMAP","MAFLOWU_trans","SLOPE_trans","PRECIPSITE_MM_trans","STRMPOWER_trans","LONG_NHD_trans","LAT_NHD","ELEV_FT_trans","PCT_FSP3_trans","ERODRES_CAT","sample_status","biocriteria_status","biocriteria_status.OLD","FSS","Q75TH","fss_pred_trans","fss_pred","fss_pred_resids_trans","fss_pred_resids","Group","Q90TH","fss_resid_cond","sediment_resid_status","NEW_STATION","NEW_SAMPLE","NEW"
"174","06036DFW","33348","33348 2006","Alsea R, S Fk","MWCF",0.89,"Moderately disturbed",2006,0,"",1.04139268515823,2062.04395,2.11208876908179,0.0974679434480896,3.25309558584903,0.346399410177105,123.5628981,44.33758524,21.7255609824004,0.886077123792614,"R","Attaining","Attaining","Potential Concern","10",8,0.77466588484141,4.95204059846906,0.266726800316815,-3.91064791331084,"Group 2",11,"Good","Attaining","OLD","OLD","OLD"
"175","06037DFW","33325","33325 2006","Wolf Cr","MWCF",0.94,"Least disturbed",2006,0,"",1.27875360095283,1415.18554,2.18000974180031,0.0478539444560216,3.17201880942456,0.128503726273874,123.5258468,43.94045499,23.685438564654,1.47062890563334,"E","Attaining","Impaired","Attaining","18",14,1.0152349953652,9.35702430383774,0.263518605587627,-8.07827070288491,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","OLD","OLD"
"176","06038DFWa","21791","21791 2006","Big Cr (Rock Cr Wilderness)","MWCF",0.9,"Moderately disturbed",2006,1,"",0.903089986991944,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R","Attaining","Potential Concern","Potential Concern","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"177","06039DFW","33360","33360 2006","Siletz R","MWCF",1.15,"Least disturbed",2006,0,"",0.903089986991944,3798.4285,2.58655277351233,0.0932201694913713,3.46716396596909,0.638028091364639,123.7588435,44.84671329,23.832750575626,0.775397496610753,"R","Attaining","Attaining","Attaining","8",8,0.77466588484141,4.95204059846906,0.128424102150533,-4.04895061147712,"Group 2",11,"Good","Attaining","OLD","OLD","OLD"
"178","06040DFW","33356","33356 2006","S Roy Cr","MWCF",0.91,"Moderately disturbed",2006,0,"",1.49136169383427,2134.37,0.983076644879788,0.13251415018782,3.29512708525219,0.0611994133777736,123.9708682,44.78480026,9.89949493661167,0.835481873978228,"E","Attaining","Attaining","Potential Concern","30",14,1.0152349953652,9.35702430383774,0.476126698469071,-7.86566261000347,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD"
"179","06041DFW","33363","33363 2006","Drift Cr","MWCF",0.82,"Most disturbed",2006,0,"",1,3142.59832,2.21252337337858,0.0840238061504,3.36642295722597,0.331348337643654,123.953728,44.89200812,10.8627804912002,0.835481873978228,"R","Impaired","Impaired","Impaired","9",8,0.77466588484141,4.95204059846906,0.22533411515859,-3.95204059846906,"Group 2",11,"Fair","Impaired - Unknown Stressor","OLD","OLD","OLD"
"180","06042DFW","33339","33339 2006","Yachats R, N Fk","MWCF",0.96,"Least disturbed",2006,0,"",0.903089986991944,2267.99328,1.11080646677721,0.10959014554238,3.34478512263266,0.0580448412586543,123.9779412,44.33487238,17.6635217326557,0.927295218001612,"E","Attaining","Attaining","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"181","06043DFW","33342","33342 2006","Trout Cr, E Fk","MWCF",1.19,"Least disturbed",2006,1,"",0.903089986991944,2277.961,0.189279712637177,0.295414962383424,3.35102285258412,0.0202250212713604,123.9456922,44.4760315,17,1.42889927219073,"E","Attaining","Attaining","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"183","06045DFW","33344","33344 2006","Bear Cr","MWCF",1.2,"Least disturbed",2006,0,"",0.954242509439325,2061.604,0.292143051454897,0.250059992801727,3.33645973384853,0.025304599253539,123.7792957,44.35634272,27.712812921102,1.42889927219073,"E","Attaining","Attaining","Attaining","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"185","06047DFW","33341","33341 2006","Grass Cr","MWCF",1.08,"Least disturbed",2006,0,"",1.04139268515823,2293.328,0.310733660567585,0.168997041394221,3.34380233316165,0.0127742373183834,123.9304989,44.28023512,19.5192212959431,0.927295218001612,"E","Attaining","Attaining","Attaining","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"201","06066DFW","33364","33364 2006","Crowley Cr","MWCF",1.19,"Least disturbed",2006,0,"",1.11394335230684,2016.313,0.912242787353158,0.334140688932072,3.4111144185509,0.255410985323757,123.9855873,45.04871593,12.1655250605964,0.825440953414278,"E","Attaining","Attaining","Attaining","12",8,0.77466588484141,4.95204059846906,0.339277467465427,-3.83809724616223,"Group 2",11,"Poor","Attaining","OLD","OLD","OLD"
"204","06070DFW","33417","33417 2006","Fivemile Cr","MWCF",0.87,"Moderately disturbed",2006,0,"",1.41497334797082,2107.49479,1.46417720214897,0.0606630035524124,3.31910605930978,0.042763720002141,124.0249086,43.83928508,5.09901951359278,1.3030329996377,"E","Attaining","Potential Concern","Impaired","25",14,1.0152349953652,9.35702430383774,0.399738352605616,-7.94205095586692,"Group 4",20,"Poor","Potential Concern","OLD","NEW","NEW"
"205","06071DFW","33418","33418 2006","Bell Cr","MWCF",0.56,"Most disturbed",2006,0,"",1.49136169383427,2115.124,1.17071601968897,0.158335087709579,3.32139127831169,0.129159372703248,124.0127305,43.84129345,6.78232998312527,1.3030329996377,"E","Impaired","Potential Concern","Impaired","30",14,1.0152349953652,9.35702430383774,0.476126698469071,-7.86566261000347,"Group 4",20,"Poor","Potential Concern","OLD","OLD","OLD"
"206","06072DFW","33324","33324 2006","Wolf Cr","MWCF",0.94,"Least disturbed",2006,0,"",1.36172783601759,1422.82699,2.27172391304293,0.0486826457785523,3.17609125905568,0.158573529644932,123.5392325,43.96179941,21.5870331449229,1.47062890563334,"E","Attaining","Attaining","Attaining","22",14,1.0152349953652,9.35702430383774,0.346492840652391,-7.99529646782015,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD"
"207","06073DFW","33419","33419 2006","Billy Moore Cr","MWCF",1.17,"Least disturbed",2006,0,"",1.17609125905568,2119.538,0.73867117858285,0.224276614920058,3.33021078457153,0.0882334256976278,123.9709984,43.88744418,17.0880074906351,1.3030329996377,"E","Attaining","Attaining","Attaining","14",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"273","07001OPR","11850","11850 2007","Rock Creek at RM 1.5 (Alsea)","MWCF",1.22,"Least disturbed",2007,1,"Yes",0.602059991327962,2221.245,1.46126180630305,0.23134389985474,3.33885474625232,0.396984342217301,124.0911868,44.18723434,15.5884572681199,0.500179608697487,"R","Attaining","Attaining","Attaining","3",3,0.44053025593237,1.75759355853577,0.161529735395593,-1.15553356720781,"Group 1",4,"Good","Attaining","OLD","NEW","NEW"
"275","07004DFW","17090","17090 2007","NF Salmonberry Creek at RM 0.80 (Alsea)","MWCF",1.1,"Least disturbed",2007,0,"",1.17609125905568,2139.565,0.34954559969803,0.155016128193166,3.20085049809108,0.0127150193932069,123.6836497,44.34031324,15.0332963783729,1.20193334256827,"E","Attaining","Attaining","Attaining","14",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"277","07005DFW","17122","17122 2007","Spout Creek","MWCF",1.03,"Least disturbed",2007,0,"",1.17609125905568,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864953,44.55217087,17.464249196573,1.47062890563334,"E","Attaining","Potential Concern","Potential Concern","14",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Potential Concern","OLD","OLD","OLD"
"280","07007DFW","21791","21791 2007","Big Cr (Rock Cr Wilderness)","MWCF",0.95,"Least disturbed",2007,1,"",0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R","Attaining","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Potential Concern","OLD","OLD","OLD"
"283","07009OPR","12521","12521 2007","Trib to Bernhardt Creek at RM 3.0","MWCF",1.03,"Least disturbed",2007,0,"Yes",0.903089986991944,2221.48,0.741206768875058,0.243166609549913,3.33264041038746,0.102679835955122,123.9711539,43.96302222,16.4012194668567,1.32332926362445,"E","Attaining","Attaining",NA,"7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"290","07013OPR","21791","21791 2007","Big Cr (Rock Cr Wilderness)","MWCF",0.96,"Least disturbed",2007,1,"Yes",0.845098040014257,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R","Attaining","Potential Concern","Potential Concern","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"291","07014DFW","25297","25297 2007","Siuslaw River at RM 76.2","MWCF",0.79,"Most disturbed",2007,0,"",1.38021124171161,1275.1961,2.69035222070717,0.0346410161513775,3.14519640611418,0.200580057385576,123.5063146,43.88239156,22.248595461287,1.47062890563334,"E","Impaired","Impaired","Impaired","23",14,1.0152349953652,9.35702430383774,0.364976246346404,-7.97681306212614,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","OLD","OLD"
"292","07014OPR","21842","21842 2007","Flynn Creek at RM 1.71 (Alsea)","MWCF",0.98,"Least disturbed",2007,1,"Yes",1.04139268515823,2151.987,1.08311043111515,0.142618371888057,3.34360550810417,0.0884756911660202,123.853562,44.53918973,23.7486841740758,1.42889927219073,"E","Attaining","Attaining","Impaired","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","NEW","NEW"
"294","07015OPR","21842","21842 2007","Flynn Creek at RM 1.71 (Alsea)","MWCF",1.15,"Least disturbed",2007,1,"Yes",1.07918124604762,2151.987,1.08311043111515,0.142618371888057,3.34360550810417,0.0884756911660202,123.853562,44.53918973,23.7486841740758,1.42889927219073,"E","Attaining","Attaining","Impaired","11",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Good","Attaining","OLD","NEW","NEW"
"297","07018DFW","28046","28046 2007","North Fork Green River","MWCF",1,"Least disturbed",2007,0,"",1.41497334797082,2240.36,1.2800303767106,0.156332977966902,3.32221929473392,0.158750521867278,123.8553855,44.2336502,21.4242852856285,1.42889927219073,"E","Attaining","Attaining","Attaining","25",14,1.0152349953652,9.35702430383774,0.399738352605616,-7.94205095586692,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD"
"300","07021DFW","32575","32575 2007","Tenmile Creek at River Mile 4.82","MWCF",0.88,"Moderately disturbed",2007,0,"",0.698970004336019,2393.70235,1.86019829103322,0.0941806774237688,3.37821614974988,0.213251561023412,124.0448606,44.2206359,13.6747943311773,0.500179608697487,"R","Attaining","Attaining","Potential Concern","4",14,1.0152349953652,9.35702430383774,-0.316264991029183,-8.65805429950172,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"302","07023DFW","33319","33319 2007","Rogers Cr","MWCF",0.98,"Least disturbed",2007,0,"",0.778151250383644,2327.702,0.374817974142649,0.160748250379281,3.31111784266251,0.0151126147210298,123.8862015,44.15886437,20.6639783197718,1.5707963267949,"E","Attaining","Attaining","Attaining","5",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"303","07024DFW","33357","33357 2007","Mill Cr, N Fk","MWCF",1.04,"Least disturbed",2007,0,"",1,3125.27226,1.18961073160776,0.243721152139079,3.32056168019524,0.26945989774472,123.7584755,44.76677713,16.7032930884901,0.775397496610753,"E","Attaining","Attaining","Attaining","9",8,0.77466588484141,4.95204059846906,0.22533411515859,-3.95204059846906,"Group 2",11,"Fair","Attaining","OLD","OLD","OLD"
"304","07024OPR","29900","29900 2007","Cummins Cr","MWCF",0.77,"Most disturbed",2007,1,"Yes",0.778151250383644,2348.83763,1.58605175728531,0.134499070628759,3.30685374869301,0.2251343548213,124.0981044,44.26676349,9.05538513813742,0.500179608697487,"R","Impaired","Impaired","Attaining","6",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","NEW","NEW"
"305","07025DFW","33417","33417 2007","Fivemile Cr","MWCF",0.41,"Most disturbed",2007,0,"",1.51851393987789,2107.49479,1.46417720214897,0.0606630035524124,3.31910605930978,0.042763720002141,124.0249086,43.83928508,5.09901951359278,1.3030329996377,"E","Impaired","Potential Concern","Impaired","32",14,1.0152349953652,9.35702430383774,0.503278944512686,-7.83851036395985,"Group 4",20,"Poor","Potential Concern","OLD","OLD","OLD"
"308","07026OPR","32594","32594 2006","Tenmile Creek","MWCF",1.03,"Least disturbed",2006,0,"Yes",0.698970004336019,2409.62281,1.62419894266127,0.104450945424156,3.38363586836188,0.160862448398567,124.0083935,44.21255741,18.4661853126194,0.500179608697487,"R","Attaining","Impaired","Attaining","5",14,1.0152349953652,9.35702430383774,-0.316264991029183,-8.65805429950172,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","NEW","NEW"
"309","07027OPR","34467","34467 2007","Trout Creek","MWCF",1.08,"Least disturbed",2007,1,"Yes",0.778151250383644,2258.28854,1.40413452130798,0.106583300755794,3.33805787541976,0.106095603892503,123.9533483,44.47296032,9.89949493661167,1.42889927219073,"E","Attaining","Attaining",NA,"5",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"313","07033OPR","34521","34521 2007","Needle Branch","MWCF",1.12,"Least disturbed",2007,0,"Yes",1.14612803567824,2350.469,0.434999791350173,0.19565275362233,3.35698140099313,0.0277347788719132,123.8551403,44.51024464,20.976176963403,1.42889927219073,"E","Attaining","Impaired",NA,"13",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Impaired - Unknown Stressor","NEW","NEW","NEW"
"321","07038OPR","32594","32594 2007","Tenmile Creek","MWCF",0.69,"Most disturbed",2007,0,"Yes",0.602059991327962,2409.62281,1.62419894266127,0.104450945424156,3.38363586836188,0.160862448398567,124.0083935,44.21255741,18.4661853126194,0.500179608697487,"R","Impaired","Impaired","Attaining","3",14,1.0152349953652,9.35702430383774,-0.413175004037239,-8.75496431250978,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","NEW","NEW"
"341","07058DFW","34639","34639 2007","Cedar Cr at Mouth (Five Rivers)","MWCF",0.94,"Least disturbed",2007,0,"",1.25527250510331,2280.49243,1.63457772063076,0.0687749954561976,3.27783833300205,0.0788844339309489,123.7802792,44.26980044,16.3095064303001,1.42889927219073,"E","Attaining","Attaining","Attaining","17",14,1.0152349953652,9.35702430383774,0.240037509738104,-8.10175179873444,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"342","07059DFW","34640","34640 2007","Cascade Cr NF at Mouth","MWCF",1.04,"Least disturbed",2007,0,"",1.04139268515823,2243.09329,1.14172406053669,0.0953414914924242,3.32407657973949,0.0480088619314684,123.8683309,44.32067725,17.6635217326557,1.42889927219073,"E","Attaining","Attaining","Attaining","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"343","07060DFW","34641","34641 2007","Benner Cr at Mouth (Alsea R)","MWCF",1.29,"Enriched",2007,0,"",1,2254.03,0.207968104690223,0.265160328857844,3.24278980947868,0.0183622554169138,123.7282971,44.35195289,15.0332963783729,1.20193334256827,"E","Potential Concern","Potential Concern","Potential Concern","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","OLD","OLD"
"344","07061DFW","34642","34642 2007","Fish Cr at RM 4.07","MWCF",1.14,"Least disturbed",2007,0,"",1,1940.245,0.227979207195692,0.290963915288477,3.21404867941194,0.0246686559436382,123.5168719,44.15789177,27.1661554144122,1.34528292089677,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"345","07062DFW","34643","34643 2007","Raleigh Cr at RM 0.14 (Deadwood Cr)","MWCF",0.91,"Moderately disturbed",2007,0,"",1.07918124604762,2036.73,0.190972859727847,0.241929741867345,3.30513631894364,0.0138166695067809,123.7046041,44.13836812,18.9208879284245,1.47062890563334,"E","Attaining","Attaining","Potential Concern","11",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"346","07063DFW","34644","34644 2007","Crooked Cr at RM 1.18 (NF Alsea R)","MWCF",1.04,"Least disturbed",2007,0,"",0.698970004336019,2181.47086,0.974286427537166,0.124498995979887,3.22942584792069,0.0533048344486056,123.5416946,44.42178109,20.976176963403,0.886077123792614,"E","Attaining","Potential Concern","Attaining","4",14,1.0152349953652,9.35702430383774,-0.316264991029183,-8.65805429950172,"Group 4",20,"Fair","Potential Concern","OLD","OLD","OLD"
"347","07064DFW","34645","34645 2007","Russell Cr at RM 0.20","MWCF",1.05,"Least disturbed",2007,0,"",1.30102999566398,1283.78192,1.07644127052732,0.101143462467922,3.1300119496719,0.0460102405760705,123.3602292,43.85458226,23.6220236220354,1.47062890563334,"E","Attaining","Impaired","Attaining","19",14,1.0152349953652,9.35702430383774,0.285795000298779,-8.05599430817376,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","OLD","OLD"
"348","07065DFW","34646","34646 2007","Clay Cr at RM 0.16 (Siuslaw R)","MWCF",1.1,"Least disturbed",2007,0,"",1.04139268515823,1340.01,0.941501991347391,0.170909332688417,3.16938049531195,0.0885187550805347,123.5654843,43.9014647,20.7364413533277,1.47062890563334,"E","Attaining","Attaining","Attaining","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"349","07067DFW","34648","34648 2007","Hawley Cr at RM 3.46","MWCF",0.96,"Least disturbed",2007,0,"",1.04139268515823,1282.98039,1.12854045609937,0.145086181285469,3.11660774398825,0.101043520421593,123.1736545,43.86165914,28.5306852353742,1.47062890563334,"E","Attaining","Attaining","Attaining","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"350","07068DFW","34649","34649 2007","Porter Cr at RM 3.15","MWCF",0.91,"Moderately disturbed",2007,0,"",1.04139268515823,2223.682,0.351222148790302,0.179053064760143,3.32469391386177,0.0169981190937461,123.9478723,44.13845754,16.6132477258361,1.42889927219073,"E","Attaining","Attaining","Potential Concern","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"351","07069DFW","34650","34650 2007","Old Man Cr at Mouth","MWCF",0.93,"Least disturbed",2007,0,"",1.04139268515823,2052.561,0.0949844316866798,0.356987394735444,3.31680875205302,0.0133240602224043,123.8033665,44.05404539,13.076696830622,1.32332926362445,"E","Attaining","Attaining","Attaining","11",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"352","07070DFW","34651","34651 2007","Hula Cr at Mouth","MWCF",1.05,"Least disturbed",2007,0,"",1.14612803567824,2139.325,0.238868725802414,0.229499455337044,3.30276370847298,0.0164574581674678,123.7230226,44.09687506,16.6132477258361,1.34528292089677,"E","Attaining","Attaining","Attaining","13",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"353","07071DFW","34652","34652 2007","Little Elk Cr at RM 8.18","MWCF",0.91,"Moderately disturbed",2007,0,"",1.23044892137827,1808.375,0.235311245361685,0.198620240660412,3.26458172923808,0.0121494295810181,123.6571041,44.62063103,24.4335834457412,1.47062890563334,"E","Attaining","Attaining","Potential Concern","16",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"354","07072DFW","34653","34653 2007","Buttermilk Cr at RM 1.40","MWCF",1.19,"Least disturbed",2007,0,"",1.14612803567824,1721.37,0.248554390341338,0.180055546984812,3.21774707326279,0.0107409127044876,123.6999323,44.65141235,16.7032930884901,1.47062890563334,"E","Attaining","Attaining","Attaining","13",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"355","07073DFW","34654","34654 2007","Sam Cr at RM 6.53","MWCF",1.13,"Least disturbed",2007,0,"",1.34242268082221,2106.68942,1.26917565132068,0.0886002257333467,3.26974637313077,0.0561600631884284,123.7477575,44.7129022,19.0787840283389,0.835481873978228,"E","Attaining","Attaining","Attaining","21",14,1.0152349953652,9.35702430383774,0.327187685457004,-8.01460162301554,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD"
"357","07075DFW","34656","34656 2007","Reed Cr at RM 1.1","MWCF",1.01,"Least disturbed",2007,0,"",1.07918124604762,2290.259,0.885080647567336,0.180831413200251,3.3236645356081,0.0857449072948617,123.9425068,44.85127455,9.89949493661167,0.835481873978228,"E","Attaining","Attaining","Attaining","11",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"358","07076DFW","34657","34657 2007","Rock Cr Trib (RM 3.84) near mouth","MWCF",1.15,"Least disturbed",2007,0,"",1,2305.8,0.429157745472098,0.242260190704127,3.37894269861344,0.0409858849064533,123.9642542,44.98540275,13.3041346956501,0.825440953414278,"R","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"359","07077DFW","34658","34658 2007","Cummins Cr at RM 1.94","MWCF",0.77,"Most disturbed",2007,1,"",0.778151250383644,2348.83763,1.58605175728531,0.134499070628759,3.35983548233989,0.2251343548213,124.0725752,44.26947091,12.2882057274445,0.500179608697487,"R","Impaired","Potential Concern","Impaired","5",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Potential Concern","OLD","OLD","OLD"
"360","07078DFW","34659","34659 2007","Beaver Cr NF at RM 3.06","MWCF",0.85,"Most disturbed",2007,0,"",1.20411998265592,2240.89449,1.66809075711484,0.0781024967590666,3.30749603791321,0.106519596681959,123.9879399,44.52327556,8.12403840463596,1.34528292089677,"E","Impaired","Impaired","Impaired","15",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","OLD","OLD"
"361","07079DFW","34660","34660 2007","Oliver Cr at RM 0.63","MWCF",0.8,"Most disturbed",2007,0,"",1.70757017609794,1905.093,0.977704861648842,0.166733320005331,3.2817149700273,0.0921198652716523,124.0372066,44.47247798,6.2449979983984,1.34528292089677,"E","Impaired","Impaired","Impaired","50",14,1.0152349953652,9.35702430383774,0.692335180732734,-7.6494541277398,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","OLD","OLD"
"362","07080DFW","34661","34661 2007","Brush Cr at RM 0.60","MWCF",1.24,"Least disturbed",2007,0,"",1,2175.872,0.177960487510083,0.233559414282533,3.31365634661803,0.0118359032904774,123.8451384,44.38240921,14.247806848775,1.20193334256827,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"363","07081DFW","34662","34662 2007","Scott Cr EF at RM 3.07","MWCF",1,"Least disturbed",2007,0,"",1.27875360095283,2553.757,0.635018038074257,0.225698914485648,3.39880773020326,0.0677717661595123,123.7890291,44.42484098,23.5372045918796,1.20193334256827,"E","Attaining","Attaining","Attaining","18",14,1.0152349953652,9.35702430383774,0.263518605587627,-8.07827070288491,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"364","07082DFW","34663","34663 2007","Beaver Cr NF (RM 6.42) Trib at RM 0.67","MWCF",1.21,"Least disturbed",2007,0,"",1,2289.344,0.777506568644903,0.213283848427395,3.34163233577805,0.0888605393024219,123.9339993,44.53432367,18.6547581061776,1.34528292089677,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"365","07083DFW","34664","34664 2007","Russell Cr at RM 1.07","MWCF",1.14,"Least disturbed",2007,0,"",1.07918124604762,1283.061,0.858802385102353,0.206639783197718,3.13449585583467,0.102359020848742,123.3531673,43.86449357,24.8997991959775,1.47062890563334,"E","Attaining","Attaining","Attaining","11",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"366","07084DFW","34665","34665 2007","Siuslaw R at RM 57.02","MWCF",0.62,"Most disturbed",2007,0,"",1.46239799789896,1286.7255,2.76663478626466,0.0161245154965971,3.19005141775921,0.0613233835859233,123.6311416,43.9252695,19.2613602842582,1.47062890563334,"E","Impaired","Impaired","Impaired","28",14,1.0152349953652,9.35702430383774,0.447163002533754,-7.89462630593879,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","OLD","OLD"
"367","07085DFW","34666","34666 2007","Trout Cr at RM 3.12","MWCF",1.11,"Least disturbed",2007,0,"",0.845098040014257,2280.825,1.35044592620993,0.191702895126808,3.37162192717602,0.252082072928227,123.9333637,44.487887,18.0277563773199,1.42889927219073,"E","Attaining","Attaining","Attaining","6",8,0.77466588484141,4.95204059846906,0.0704321551728466,-4.10694255845481,"Group 2",11,"Good","Attaining","OLD","OLD","OLD"
"368","07087DFW","34668","34668 2007","Siletz R Trib at RM 1.5","MWCF",1.17,"Least disturbed",2007,0,"",0.954242509439325,2032.64,0.558596983307074,0.185040536099526,3.29047981333067,0.0372977671276524,123.923811,44.79204483,17.6635217326557,0.835481873978228,"E","Attaining","Attaining","Attaining","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"369","07088DFW","34669","34669 2007","Farman Cr at RM 2.15","MWCF",0.95,"Least disturbed",2007,0,"",1.41497334797082,1232.043,1.06784088752785,0.127514705034361,3.11958577496178,0.0696055543729845,123.2596589,43.85986496,27.1661554144122,1.47062890563334,"E","Attaining","Attaining","Attaining","25",14,1.0152349953652,9.35702430383774,0.399738352605616,-7.94205095586692,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD"
