"","X","SVN","STATION_KEY","SY","SITE_NAME","PREDATOR_Nov05_model","PREDATOR_Nov05_score","PREDATOR_Nov05_Condition","Year_Sampled","Ref_Samples","NewSample","FSS_May05","FSS_May05_trans","AREAWTMAP","MAFLOWU_trans","SLOPE_trans","PRECIPSITE_MM_trans","STRMPOWER_trans","LONG_NHD_trans","LAT_NHD","ELEV_FT_trans","PCT_FSP3_trans","ERODRES_CAT","coords.x1","coords.x2","Use.303d","sample_status","biocriteria_status","biocriteria_status.OLD","FSS","Q75TH","fss_pred_trans","fss_pred","fss_pred_resids_trans","fss_pred_resids","Group","Q90TH","fss_resid_cond","sediment_resid_status","NEW_STATION","NEW_SAMPLE","NEW"
"210",638,"09122DFW","dfw_1981","dfw_1981 2009","Uncle Cr.","MWCF",1.11,"Least disturbed",2009,0,"Yes",8,0.954242509439325,2349.1,1.04988214029361,0.237970586417734,3.31576049066573,0.198271173536113,124.0054305,44.08261949,12.4096736459909,1.42889927219073,"E",-2203136.8074,2670524.47009999,"Yes","Attaining","Attaining",NA,8,14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"284",765,"SLTZ0812IRM0001","CTSI_NA2","CTSI_NA2 2012","Little Rock Creek at mouth","MWCF",0.84,"Most disturbed",2012,NA,NA,6,0.845098040014257,2187.83367,1.58262780616113,0.0848528137423857,3.25129502873869,0.103186959846531,123.718721244,44.7246490912,15.3622914957372,1.32332926362445,"E",-2160657.4209,2732427.41259999,"Yes","Impaired","Impaired",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"285",766,"SLTZ0812IRM0002","CTSI_NA1","CTSI_NA1 2012","Big Rock Creek at mouth","MWCF",0.74,"Most disturbed",2012,NA,NA,4,0.698970004336019,2816.59786,1.8455893833199,0.0933273807625608,3.25129502873869,0.204575801539881,123.719721576,44.7258622939,15.2643375224737,1.32332926362445,"E",-2160694.3255,2732579.53819999,"Yes","Impaired","Impaired",NA,4,14,1.0152349953652,9.35702430383774,-0.316264991029183,-5.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"286",767,"SLTZ0812IRM0003","CTSI_58","CTSI_58 2012","Warnicke Creek at mouth","MWCF",0.86,"Moderately disturbed",2012,NA,NA,2,0.477121254719662,4105.09918,1.55242874070439,0.199047732968753,3.5639886521707,0.375486985390473,123.711633836,44.9371891433,33.4962684488885,0.725253222200054,"R",-2153318.7468,2754927.76109999,"Yes","Attaining","Attaining",NA,2,3,0.44053025593237,1.75759355853577,0.0365909987872928,0.242406441464229,"Group 1",4,"Good","Attaining","NEW","NEW","NEW"
"288",769,"SLTZ0812IRM0005","CTSI_55","CTSI_55 2012","North Fork Siletz River just upstream of Warnicke Creek","MWCF",0.72,"Most disturbed",2012,NA,NA,1,0.301029995663981,4615.73445,1.63451414835836,0.243433769226868,3.56653058741065,0.543454995025646,123.712684709,44.9371795102,33.6452076825214,0.725253222200054,"R",-2153398.3848,2754950.54599999,"Yes","Impaired","Impaired",NA,1,3,0.44053025593237,1.75759355853577,-0.139500260268388,-0.757593558535771,"Group 1",4,"Good","Impaired - Unknown Stressor","NEW","NEW","NEW"
"289",770,"SLTZ0812IRM0006","CTSI_30","CTSI_30 2012","Mill Creek at mouth (Logsden)","MWCF",0.79,"Most disturbed",2012,NA,NA,6,0.845098040014257,2708.9765,1.70967615862583,0.102078401241399,3.26644102981185,0.182866181535458,123.793140977,44.7479900336,14.0356688476182,0.775397496610753,"E",-2165543.0065,2736610.16439999,"Yes","Impaired","Impaired",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"290",771,"SLTZ0812IRM0007","CTSI_28","CTSI_28 2012","Sam's Creek mouth","MWCF",0.79,"Most disturbed",2012,NA,NA,7,0.903089986991944,2071.50138,1.66983539936572,0.0719722168617863,3.28639358905492,0.092374963162084,123.847148337,44.7305267748,12.4096736459909,0.835481873978228,"E",-2170191.707,2735980.44649999,"Yes","Impaired","Impaired",NA,7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"291",772,"SLTZ0812IRM0008","CTSI_27","CTSI_27 2012","Bentilla Creek at mouth","MWCF",0.89,"Moderately disturbed",2012,NA,NA,7,0.903089986991944,2130.70608,1.20339084192462,0.104833200847823,3.29400081882695,0.0661600149538456,123.853945118,44.7304953967,11.4455231422596,0.835481873978228,"E",-2170707.1516,2736132.33229999,"Yes","Attaining","Attaining",NA,7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"292",773,"SLTZ0812IRM0009","CTSI_23","CTSI_23 2012","Euchre Creek at mouth","MWCF",0.61,"Most disturbed",2012,NA,NA,4,0.698970004336019,2877.20608,1.79730515035111,0.096591925128346,3.2886783880216,0.197476749256115,123.906658754,44.7794126397,6.557438524302,0.835481873978228,"E",-2173120.0882,2742550.83559999,"Yes","Impaired","Impaired",NA,4,14,1.0152349953652,9.35702430383774,-0.316264991029183,-5.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"293",774,"SLTZ0812IRM0010","CTSI_22","CTSI_22 2012","Cedar Creek at mouth","MWCF",0.82,"Most disturbed",2012,NA,NA,5,0.778151250383644,2725.66181,1.79357856211547,0.0957601169589929,3.29179937895426,0.193382279538669,123.947789785,44.8006106259,4.47213595499958,0.835481873978228,"R",-2175546.1204,2745750.74249999,"Yes","Impaired","Impaired",NA,5,14,1.0152349953652,9.35702430383774,-0.237083744981558,-4.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"254",700,"12031MCB","99999","99999 2012","Haight Creek at RM 0.62 (Siuslaw)","MWCF",1.01,"Least disturbed",2012,0,"Yes",12,1.11394335230684,1283.205,1.18309666093129,0.133191591326179,3.14488541828714,0.0978426193556381,123.496246,43.86908433,13.5646599662505,1.47062890563334,"E",-2170993.8849,2636000.16119999,"Yes","Attaining","Attaining",NA,12,14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"257",703,"12034MCB","37220","37220 2012","Jackass Creek at RM 0.38","MWCF",1.1,"Least disturbed",2012,0,"Yes",10,1.04139268515823,2257.712,0.965183820711675,0.234499466950354,3.29688447553855,0.162130135135651,123.7657815,44.54325141,15.0665191733194,1.47062890563334,"E",-2170039.7462,2714152.03489999,"Yes","Attaining","Attaining",NA,10,14,1.0152349953652,9.35702430383774,0.0261576897930234,0.642975696162258,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"261",707,"12038MCB","37219","37219 2012","Big Elk Creek at RM 26.86","MWCF",1.05,"Least disturbed",2012,0,"Yes",16,1.23044892137827,2549.87622,0.587898333324724,0.0882609766544649,3.22089224921952,0.00960822850534693,123.641995,44.523761,16.9705627484771,1.47062890563334,"E",-2161273.0591,2709264.86329999,"Yes","Attaining","Attaining",NA,16,14,1.0152349953652,9.35702430383774,0.215213926013072,6.64297569616226,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"244",690,"12021MCB","37218","37218 2012","North Fork Siuslaw River at RM 15","MWCF",0.87,"Moderately disturbed",2012,0,"Yes",14,1.17609125905568,2218.09461,2.01963476533707,0.01,3.30813737863804,0.00447721152928209,123.9894402,44.05484897,4.47213595499958,1.42889927219073,"E",-2202813.5402,2667210.26309999,"Yes","Attaining","Attaining",NA,14,14,1.0152349953652,9.35702430383774,0.16085626369048,4.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"228",674,"12004MCB","37189","37189 2012","Big Elk Creek at RM 17.08","MWCF",1.01,"Least disturbed",2012,0,"Yes",10,1.04139268515823,2188.43034,1.96832578023316,0.0563914887194867,3.26197619139781,0.111414756600058,123.7558245,44.55317956,12.2065556157337,1.47062890563334,"E",-2168947.7956,2714992.34729999,"Yes","Attaining","Attaining",NA,10,14,1.0152349953652,9.35702430383774,0.0261576897930234,0.642975696162258,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"231",677,"12007MCB","37188","37188 2012","Big Elk Creek at RM 12.77","MWCF",0.78,"Most disturbed",2012,0,"Yes",15,1.20411998265592,2165.36577,2.14833169144928,0.0393700393700591,3.29446622616159,0.0851313478202488,123.793623,44.55324649,10.3440804327886,1.47062890563334,"E",-2171848.5185,2715844.58239999,"Yes","Impaired","Impaired",NA,15,14,1.0152349953652,9.35702430383774,0.188884987290723,5.64297569616226,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"232",678,"12008MCB","37187","37187 2012","Big Elk Creek at RM 7.33 east of Salado","MWCF",0.9,"Moderately disturbed",2012,0,"Yes",16,1.23044892137827,2155.36109,2.23703075166301,0.0431277173056957,3.26387267686522,0.120300298390382,123.8370497,44.566019,6.78232998312527,1.47062890563334,"E",-2174717.4274,2718209.49479999,"Yes","Attaining","Attaining",NA,16,14,1.0152349953652,9.35702430383774,0.215213926013072,6.64297569616226,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"237",683,"12014MCB","37185","37185 2012","Morris Creek at RM 3.82","MWCF",0.65,"Most disturbed",2012,0,"Yes",15,1.20411998265592,2116.969,1.15420326988334,0.131833227981416,3.31111784266251,0.0900839456815948,124.0340048,44.07437545,18.1659021245849,1.42889927219073,"E",-2205586.3876,2670307.73029999,"Yes","Impaired","Impaired",NA,15,14,1.0152349953652,9.35702430383774,0.188884987290723,5.64297569616226,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"227",673,"12003MCB","37183","37183 2012","Wolf Creek at RM 2.45","MWCF",1.14,"Least disturbed",2012,0,"Yes",8,0.954242509439325,1832.207,0.355960803808454,0.111130553854464,3.27067883614471,0.00675702944326796,123.7077152,44.57765165,18.1383571472171,1.47062890563334,"E",-2164529.5991,2716497.54099999,"Yes","Attaining","Attaining",NA,8,14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"233",679,"12010MCB","37182","37182 2012","Bear Creek at RM 2.46 near ATV park","MWCF",1.04,"Least disturbed",2012,0,"Yes",11,1.07918124604762,2039.763,1.36823703582245,0.173176210837401,3.29950729870049,0.222767472268902,123.8203211,44.61301044,12.9228479833201,1.47062890563334,"E",-2171938.705,2722870.64599999,"Yes","Attaining","Attaining",NA,11,14,1.0152349953652,9.35702430383774,0.0639462506824231,1.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"229",675,"12005MCB","37181","37181 2012","Cougar Creek at RM 0.26","MWCF",0.67,"Most disturbed",2012,0,"Yes",7,0.903089986991944,1929.325,1.0965568749184,0.160374561573836,3.27531135454181,0.112443681107158,123.7708643,44.56840008,12.7279220613579,1.47062890563334,"E",-2169628.0511,2716970.51279999,"Yes","Impaired","Impaired",NA,7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"259",705,"12036MCB","37180","37180 2012","Deer Creek at RM 2.94","MWCF",0.86,"Moderately disturbed",2012,0,"Yes",20,1.32221929473392,1968.057,1.2819882194143,0.130843417870369,3.27623195792183,0.117467421518652,123.7795118,44.59470133,16.2788205960997,1.47062890563334,"E",-2169507.1146,2720003.88919999,"Yes","Attaining","Attaining",NA,20,14,1.0152349953652,9.35702430383774,0.306984299368718,10.6429756961623,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"258",704,"12035MCB","37179","37179 2012","Deer Creek at RM 2.41","MWCF",0.67,"Most disturbed",2012,0,"Yes",42,1.63346845557959,1968.057,1.2819882194143,0.130843417870369,3.27508089845686,0.117467421518652,123.7779717,44.58880134,15.7480157480236,1.47062890563334,"E",-2169546.4323,2719255.44759999,"Yes","Impaired","Impaired",NA,42,14,1.0152349953652,9.35702430383774,0.618233460214385,32.6429756961623,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"226",672,"12002MCB","37176","37176 2012","Big Elk Creek at RM 29.84","MWCF",0.76,"Most disturbed",2012,0,"Yes",6,0.845098040014257,2531.03,0.121395680707223,0.344905784236797,3.41313205043487,0.0163498737102206,123.6078241,44.50262327,31.1126983722081,1.47062890563334,"E",-2159341.237,2706218.88369999,"Yes","Impaired","Impaired",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"230",676,"12006MCB","37175","37175 2012","Big Elk Creek at RM 14.31 d/s of Deer Creek","MWCF",0.87,"Moderately disturbed",2012,0,"Yes",14,1.17609125905568,2165.36577,2.14833169144928,0.0393700393700591,3.2718416065365,0.0851313478202488,123.774683,44.561637,11,1.47062890563334,"E",-2170140.7908,2716320.40999999,"Yes","Attaining","Attaining",NA,14,14,1.0152349953652,9.35702430383774,0.16085626369048,4.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"225",671,"12001MCB","37174","37174 2012","Big Elk Creek at RM 19.89","MWCF",1.11,"Least disturbed",2012,0,"Yes",12,1.11394335230684,2248.66202,1.88967923446885,0.0537587202228625,3.23426412437879,0.0868151689378336,123.723232,44.549215,13.7113092008021,1.47062890563334,"E",-2166630,2713829.99999999,"Yes","Attaining","Attaining",NA,12,14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"262",708,"12039MCB","37174","37174 2012","Big Elk Creek at RM 19.89","MWCF",0.81,"Most disturbed",2012,0,"Yes",20,1.32221929473392,2248.66202,1.88967923446885,0.0537587202228625,3.23426412437879,0.0868151689378336,123.723232,44.549215,13.7113092008021,1.47062890563334,"E",-2166630,2713829.99999999,"Yes","Attaining","Attaining",NA,20,14,1.0152349953652,9.35702430383774,0.306984299368718,10.6429756961623,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"249",695,"12026MCB","37170","37170 2012","Condon Creek at RM 5.52","MWCF",1.14,"Least disturbed",2012,0,"Yes",8,0.954242509439325,2227.242,0.339381869112333,0.209499403340439,3.32180548385754,0.0220133821537293,123.9852864,44.10031579,17.9164728671689,1.42889927219073,"E",-2200957.0552,2671947.91889999,"Yes","Attaining","Attaining",NA,8,14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"255",701,"12032MCB","37169","37169 2012","Condon Creek at RM 4.63","MWCF",1.12,"Least disturbed",2012,0,"Yes",8,0.954242509439325,2227.242,0.339381869112333,0.209499403340439,3.3142886609475,0.0220133821537293,123.9841663,44.08730601,14.7648230602334,1.42889927219073,"E",-2201352.6484,2670531.26949999,"Yes","Attaining","Attaining",NA,8,14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"245",691,"12022MCB","37168","37168 2012","McLeod Creek at RM 2.85","MWCF",1.19,"Least disturbed",2012,0,"Yes",10,1.04139268515823,2152.304,1.55150135391857,0.12397580409096,3.31785448933147,0.185220977764923,123.9182869,44.07560607,11.1803398874989,1.42889927219073,"E",-2196781.9126,2667779.99999999,"Yes","Attaining","Attaining",NA,10,14,1.0152349953652,9.35702430383774,0.0261576897930234,0.642975696162258,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"248",694,"12025MCB","37167","37167 2012","McLeod Creek at RM 5.99","MWCF",1.19,"Least disturbed",2012,0,"Yes",12,1.11394335230684,2152.304,1.55150135391857,0.12397580409096,3.31534047662729,0.185220977764923,123.8917073,44.09619571,16.9410743460974,1.42889927219073,"E",-2194085.832,2669338.61649999,"Yes","Attaining","Attaining",NA,12,14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"247",693,"12024MCB","37166","37166 2012","McLeod Creek at RM 5.47","MWCF",1.04,"Least disturbed",2012,0,"Yes",13,1.14612803567824,2152.304,1.55150135391857,0.12397580409096,3.3155505344219,0.185220977764923,123.8986582,44.09384333,15.8113883008419,1.42889927219073,"E",-2194621.8541,2669230.64799999,"Yes","Attaining","Attaining",NA,13,14,1.0152349953652,9.35702430383774,0.130893040313036,3.64297569616226,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"246",692,"12023MCB","37165","37165 2012","McLeod Creek at RM 2.1","MWCF",0.84,"Most disturbed",2012,0,"Yes",12,1.11394335230684,2152.304,1.55150135391857,0.12397580409096,3.31365634661803,0.185220977764923,123.932837,44.072768,9.53939201416946,1.42889927219073,"E",-2197909.8783,2667792.33779999,"Yes","Impaired","Impaired",NA,12,14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Impaired - Unknown Stressor","NEW","NEW","NEW"
"251",697,"12028MCB","37163","37163 2012","Porter Creek at RM 0.57","MWCF",1.09,"Least disturbed",2012,0,"Yes",10,1.04139268515823,2223.682,0.351222148790302,0.179053064760143,3.30535136944662,0.0169981190937461,123.9415519,44.11825544,12.4498995979887,1.42889927219073,"E",-2197074.8289,2672812.93209999,"Yes","Attaining","Attaining",NA,10,14,1.0152349953652,9.35702430383774,0.0261576897930234,0.642975696162258,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"235",681,"12012MCB","37162","37162 2012","North Fork Siuslaw River at RM 28.73","MWCF",0.89,"Moderately disturbed",2012,0,"Yes",6,0.845098040014257,2336.31536,1.20752477026677,0.123207142650092,3.32980452216407,0.0897679575944566,123.9472193,44.15287059,19.5703857907809,1.42889927219073,"E",-2196445.006,2676636.16119999,"Yes","Attaining","Attaining",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"243",689,"12020MCB","37161","37161 2012","North Fork Siuslaw River at RM 24.38","MWCF",0.83,"Most disturbed",2012,0,"Yes",5,0.778151250383644,2280.37233,1.50209362315572,0.0875214259481643,3.30941722577814,0.0919274628205219,123.9199748,44.12179265,12.5299640861417,1.42889927219073,"E",-2195343.2425,2672700.16769999,"Yes","Impaired","Impaired",NA,5,14,1.0152349953652,9.35702430383774,-0.237083744981558,-4.35702430383774,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"239",685,"12016MCB","37159","37159 2012","North Fork Siuslaw River at RM 20.13","MWCF",1.05,"Least disturbed",2012,0,"Yes",6,0.845098040014257,2267.68805,1.67607198670553,0.0562138772902208,3.30835094858673,0.0594593981642187,123.9691545,44.08335104,8.54400374531753,1.42889927219073,"E",-2200355.4822,2669741.15219999,"Yes","Attaining","Attaining",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"238",684,"12015MCB","37158","37158 2012","North Fork Siuslaw River at RM 19.48","MWCF",0.92,"Least disturbed",2012,0,"Yes",7,0.903089986991944,2267.68805,1.67607198670553,0.0562138772902208,3.30749603791321,0.0594593981642187,123.9633505,44.07589767,7.87400787401181,1.42889927219073,"E",-2200149.0701,2668897.89549999,"Yes","Attaining","Attaining",NA,7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"240",686,"12017MCB","37157","37157 2012","North Fork Siuslaw River at RM 21.2","MWCF",0.89,"Moderately disturbed",2012,0,"Yes",6,0.845098040014257,2267.68805,1.67607198670553,0.0562138772902208,3.30770992340481,0.0594593981642187,123.9559456,44.09204788,9.2736184954957,1.42889927219073,"E",-2199061.9177,2670370.61249999,"Yes","Attaining","Attaining",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"242",688,"12019MCB","37156","37156 2012","North Fork Siuslaw River at RM 23.81","MWCF",0.96,"Least disturbed",2012,0,"Yes",5,0.778151250383644,2280.37233,1.50209362315572,0.0875214259481643,3.31005573775089,0.0919274628205219,123.9283993,44.1170982,11.9582607431014,1.42889927219073,"E",-2196149.0023,2672402.52549999,"Yes","Attaining","Attaining",NA,5,14,1.0152349953652,9.35702430383774,-0.237083744981558,-4.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"234",680,"12011MCB","37155","37155 2012","North Fork Siuslaw River at RM 25.49","MWCF",0.96,"Least disturbed",2012,0,"Yes",6,0.845098040014257,2280.37233,1.50209362315572,0.0875214259481643,3.30835094858673,0.0919274628205219,123.9139642,44.13267818,13.7840487520902,1.42889927219073,"E",-2194533.9249,2673749.54549999,"Yes","Attaining","Attaining",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"241",687,"12018MCB","37154","37154 2012","North Fork Siuslaw River at RM 22.46","MWCF",1.08,"Least disturbed",2012,0,"Yes",6,0.845098040014257,2259.10974,1.56865350738912,0.058821764679411,3.30856441356124,0.0510340867407195,123.9365579,44.1016857,10.7238052947636,1.42889927219073,"E",-2197259.9454,2670964.33699999,"Yes","Attaining","Attaining",NA,6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"252",698,"12029MCB","37153","37153 2012","Wilhelm Creek at RM 2.54","MWCF",0.99,"Least disturbed",2012,0,"Yes",7,0.903089986991944,2330.069,0.446558912318748,0.206784912409005,3.32387060654051,0.0321362350576445,123.9666727,44.12447437,16.0934769394311,1.42889927219073,"E",-2198822.838,2674092.50989999,"Yes","Attaining","Attaining",NA,7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"263",709,"12040MCB","37152","37152 2012","Wilhelm Creek  at RM 4.22","MWCF",1.02,"Least disturbed",2012,0,"Yes",5,0.778151250383644,2330.069,0.446558912318748,0.206784912409005,3.35812528527665,0.0321362350576445,123.9815966,44.14383507,25.9036676939772,1.42889927219073,"E",-2199322.0327,2676481.34889999,"Yes","Attaining","Attaining",NA,5,14,1.0152349953652,9.35702430383774,-0.237083744981558,-4.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"236",682,"12013MCB","37151","37151 2012","Sam Creek at RM 1.66","MWCF",1.02,"Least disturbed",2012,0,"Yes",5,0.778151250383644,2373.235,1.04896435164369,0.268719184279798,3.37217528611506,0.239567169071321,123.954423,44.17330857,28.1424945589406,1.42889927219073,"E",-2196309.2297,2679019.52849999,"Yes","Attaining","Attaining",NA,5,8,0.77466588484141,4.95204059846906,0.00348536554223344,0.047959401530937,"Group 2",11,"Good","Attaining","NEW","NEW","NEW"
"250",696,"12027MCB","37150","37150 2012","Sam Creek at RM 0.95","MWCF",1.09,"Least disturbed",2012,0,"Yes",7,0.903089986991944,2373.235,1.04896435164369,0.268719184279798,3.34733001531695,0.239567169071321,123.949347,44.16424472,23.4946802489415,1.42889927219073,"E",-2196182.5077,2677951.21509999,"Yes","Attaining","Attaining",NA,7,8,0.77466588484141,4.95204059846906,0.128424102150533,2.04795940153094,"Group 2",11,"Good","Attaining","NEW","NEW","NEW"
"283",759,"H111090","35787","35787 1999","ROCK CR AT RM 0.8","MWCF",1.09,"Least disturbed",1999,1,"",7,0.903089986991944,2221.245,1.46126180630305,0.23134389985474,3.32056168019524,0.396984342217301,124.1017013,44.1874882,13.076696830622,0.500179608697487,"R",-2207098.4166,2683949.64009999,"Yes",NA,"Attaining","Attaining",7,3,0.44053025593237,1.75759355853577,0.462559731059574,5.24240644146423,"Group 1",4,"Poor","Attaining","OLD","OLD","OLD"
"282",758,"H111018","35746","35746 1999","HAWLEY CR (RM 4.1) TRIB AT RM 0.1","MWCF",1.01,"Least disturbed",1999,0,"",12,1.11394335230684,1271.066,0.949589053326031,0.0996995486449161,3.11394335230684,0.0328469492321866,123.1768918,43.87086128,28.5306852353742,1.47062890563334,"E",-2146433.7801,2628936.21109999,"Yes",NA,"Attaining","Attaining",12,14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"253",699,"12030MCB","35745","35745 2012","CUMMINS CR AT RM 0.4","MWCF",0.92,"Least disturbed",2012,0,"Yes",6,0.845098040014257,2348.83763,1.58605175728531,0.134499070628759,3.30685374869301,0.2251343548213,124.1021974,44.26650573,6,0.500179608697487,"R",-2204573.1676,2692372.34439999,"Yes","Attaining","Attaining","Potential Concern",6,14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"281",757,"H111017","35745","35745 1999","CUMMINS CR AT RM 0.4","MWCF",0.89,"Moderately disturbed",1999,1,"",4,0.698970004336019,2348.83763,1.58605175728531,0.134499070628759,3.30685374869301,0.2251343548213,124.1021974,44.26650573,6,0.500179608697487,"R",-2204573.1676,2692372.34439999,"Yes",NA,"Attaining","Potential Concern",4,14,1.0152349953652,9.35702430383774,-0.316264991029183,-5.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"275",745,"H108273","35740","35740 1998","FIDDLE CR AT RM 10.5","MWCF",1.09,"Least disturbed",1998,1,"",7,0.903089986991944,2111.101,1.38081413046979,0.143108350559987,3.3356584522893,0.167826018925409,123.9363851,43.88569811,12,1.3030329996377,"E",-2204225.7743,2647907.12269999,"Yes",NA,"Attaining","Attaining",7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"278",750,"H108329","35691","35691 1998","NORTH CR AT RM 0.3","MWCF",0.9,"Moderately disturbed",1998,0,"",2,0.477121254719662,2783.59498,1.32404239494984,0.18716303053755,3.42764837118693,0.231391734127597,123.9074208,44.90697,18.3030052177231,0.835481873978228,"R",-2169067.5687,2756159.88199999,"Yes",NA,"Attaining","Attaining",2,8,0.77466588484141,4.95204059846906,-0.297544630121748,-2.95204059846906,"Group 2",11,"Good","Attaining","OLD","NEW","NEW"
"279",752,"H109884","35690","35690 1998","CUMMINS CR AT RM 2.2","MWCF",1.08,"Least disturbed",1998,1,"",9,1,2348.83763,1.58605175728531,0.134499070628759,3.37401474029191,0.2251343548213,124.0673924,44.26824492,13.1909059582729,0.500179608697487,"R",-2201845.7319,2691759.63349999,"Yes",NA,"Attaining","Attaining",9,14,1.0152349953652,9.35702430383774,-0.0152349953652018,-0.357024303837742,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"138",437,"08001DFW","35689","35689 2008","WHITTAKER CR AT RM 3.8","MWCF",1.03,"Least disturbed",2008,0,"Yes",7,0.903089986991944,1677.44242,1.31170131883776,0.152807067899361,3.30663944102426,0.16294270874214,123.6938093,43.95221427,22.8473193175917,1.47062890563334,"E",-2183512.382,2649409.36859999,"Yes","Attaining","Attaining","Impaired",7,14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
